Order	Coral_Species	Phylotype
10299	Pocillopora damicornis	C1h
10300	Pocillopora damicornis	C1h
10301	Pocillopora damicornis	C1h
10302	Pocillopora damicornis	C1h
10303	Pocillopora damicornis	C1h
10304	Pocillopora damicornis	C1h
10305	Pocillopora damicornis	C1h
10306	Pocillopora damicornis	C1h
10307	Pocillopora damicornis	C1h
10308	Pocillopora damicornis	C1h
10309	Pocillopora damicornis	C1h
10310	Pocillopora damicornis	C1h
10311	Pocillopora damicornis	C1h
10312	Pocillopora damicornis	C1h
10313	Pocillopora damicornis	C1h
10314	Pocillopora damicornis	C1h
10315	Pocillopora damicornis	C1h
10316	Pocillopora damicornis	C1h
10317	Pocillopora damicornis	C1h
10318	Pocillopora damicornis	C1h
10319	Pocillopora damicornis	C1h
10320	Pocillopora damicornis	C1h
10321	Pocillopora damicornis	C1h
10322	Pocillopora damicornis	C1h
10323	Pocillopora damicornis	C1h
10324	Pocillopora damicornis	C1h
10325	Pocillopora damicornis	C1h
10326	Pocillopora damicornis	C1h
10327	Pocillopora damicornis	C1h
10328	Pocillopora damicornis	C1h
10329	Pocillopora damicornis	C1h
10330	Pocillopora damicornis	C1h
10331	Pocillopora damicornis	C1h
10332	Pocillopora damicornis	C1h
10333	Pocillopora damicornis	C1h
10334	Pocillopora damicornis	C1h
10335	Pocillopora damicornis	C1h
10336	Pocillopora damicornis	C1h
10337	Pocillopora damicornis	C1h
10338	Pocillopora damicornis	C1h
10339	Pocillopora damicornis	C1h
10340	Pocillopora damicornis	C1h
10341	Pocillopora damicornis	C1h
10342	Pocillopora damicornis	C1h
10343	Pocillopora damicornis	C1h
10344	Pocillopora damicornis	C1h
10345	Pocillopora damicornis	C1h
10346	Pocillopora damicornis	C1h
10347	Pocillopora damicornis	C1h
10348	Pocillopora damicornis	C1h
10349	Pocillopora damicornis	C1h
10350	Pocillopora damicornis	C1h
10351	Pocillopora damicornis	C1h
10352	Pocillopora damicornis	C1h
10353	Pocillopora damicornis	C1h
10354	Pocillopora damicornis	C1h
10355	Pocillopora damicornis	C1h
10356	Pocillopora damicornis	C1h
10357	Pocillopora damicornis	C1h
10358	Pocillopora damicornis	C1h
10359	Pocillopora damicornis	C1h
10360	Pocillopora damicornis	C1h
10361	Pocillopora damicornis	C1h
10362	Pocillopora damicornis	C1h
10363	Pocillopora damicornis	C1h
10364	Pocillopora damicornis	C1h
10365	Pocillopora damicornis	C1h
10366	Pocillopora damicornis	C1h
10367	Pocillopora damicornis	C1h
10368	Pocillopora damicornis	C1h
10369	Pocillopora damicornis	C1h
10370	Pocillopora damicornis	C1h
10371	Pocillopora damicornis	C1h
10372	Pocillopora damicornis	C1h
10373	Pocillopora damicornis	C1h
10374	Pocillopora damicornis	C1h
10375	Pocillopora damicornis	C1h
10376	Pocillopora damicornis	C1h
10377	Pocillopora damicornis	C1h
10378	Pocillopora damicornis	C1h
10379	Pocillopora damicornis	C1h
10380	Pocillopora damicornis	C1h
10381	Pocillopora damicornis	C1h
10382	Pocillopora damicornis	C1h
10383	Pocillopora damicornis	C1h
10384	Pocillopora damicornis	C1h
10385	Pocillopora damicornis	C1h
10386	Pocillopora damicornis	C1h
10387	Pocillopora damicornis	C1h
10388	Pocillopora damicornis	C1h
10389	Pocillopora damicornis	C1h
10390	Pocillopora damicornis	C1h
10391	Pocillopora damicornis	C1h
10392	Pocillopora damicornis	C1h
10393	Pocillopora damicornis	C1h
10394	Pocillopora damicornis	C1h
10395	Pocillopora damicornis	C1h
10396	Pocillopora damicornis	C1h
10397	Pocillopora damicornis	C1h
10398	Pocillopora damicornis	C1h
10399	Pocillopora damicornis	C1h
10400	Pocillopora damicornis	C1h
10401	Pocillopora damicornis	C1h
10402	Pocillopora damicornis	C1h
10403	Pocillopora damicornis	C1h
10404	Pocillopora damicornis	C1h
10405	Pocillopora damicornis	C1h
10406	Pocillopora damicornis	C1h
10407	Pocillopora damicornis	C1h
10408	Pocillopora damicornis	C1h
10409	Pocillopora damicornis	C1h
10410	Pocillopora damicornis	C1h
10411	Pocillopora damicornis	C1h
10412	Pocillopora damicornis	C1h
10413	Pocillopora damicornis	C1h
10414	Pocillopora damicornis	C1h
10415	Pocillopora damicornis	C1h
10416	Pocillopora damicornis	C1h
10417	Pocillopora damicornis	C1h
10418	Pocillopora damicornis	C1h
10419	Pocillopora damicornis	C1h
10420	Pocillopora damicornis	C1h
10421	Pocillopora damicornis	C1h
10422	Pocillopora damicornis	C1h
10423	Pocillopora damicornis	C1h
10424	Pocillopora damicornis	C1h
10425	Pocillopora damicornis	C1h
10426	Pocillopora damicornis	C1h
10427	Pocillopora damicornis	C1h
10428	Pocillopora damicornis	C1h
10429	Pocillopora damicornis	C1h
10430	Pocillopora damicornis	C1h
10431	Pocillopora damicornis	C1h
10432	Pocillopora damicornis	C1h
10433	Pocillopora damicornis	C1j
10434	Pocillopora damicornis	C1j
10435	Pocillopora damicornis	C1j
10436	Pocillopora damicornis	C1j
10437	Pocillopora damicornis	C21
10438	Pocillopora damicornis	C3
10439	Pocillopora damicornis	C3
10440	Pocillopora damicornis	C3
10441	Pocillopora damicornis	C3
10442	Pocillopora damicornis	C3
10443	Pocillopora damicornis	C3
10444	Pocillopora damicornis	C3
10445	Pocillopora damicornis	C3
10446	Pocillopora damicornis	C3
10447	Pocillopora damicornis	C3
10448	Pocillopora damicornis	C3
10449	Pocillopora damicornis	C3
10450	Pocillopora damicornis	C3
10451	Pocillopora damicornis	C3
10452	Pocillopora damicornis	C3
10453	Pocillopora damicornis	C3
10454	Pocillopora damicornis	C3
10455	Pocillopora damicornis	C3
10456	Pocillopora damicornis	C3
10457	Pocillopora damicornis	C3
10458	Pocillopora damicornis	C3
10459	Pocillopora damicornis	C3
10460	Pocillopora damicornis	C3
10461	Pocillopora damicornis	C3.12
10462	Pocillopora damicornis	C3.12
10463	Pocillopora damicornis	C3.12
10464	Pocillopora damicornis	C3.12
10465	Pocillopora damicornis	C3.12
10466	Pocillopora damicornis	C33
10467	Pocillopora damicornis	C33
10468	Pocillopora damicornis	C33
10469	Pocillopora damicornis	C33
10470	Pocillopora damicornis	C33
10471	Pocillopora damicornis	C33
10472	Pocillopora damicornis	C33
10473	Pocillopora damicornis	C33
10474	Pocillopora damicornis	C33
10475	Pocillopora damicornis	C33
10476	Pocillopora damicornis	C33
10477	Pocillopora damicornis	C33
10478	Pocillopora damicornis	C33
10479	Pocillopora damicornis	C33
10480	Pocillopora damicornis	C33
10481	Pocillopora damicornis	C33
10482	Pocillopora damicornis	C33
10483	Pocillopora damicornis	C33
10484	Pocillopora damicornis	C33
10485	Pocillopora damicornis	C33
10486	Pocillopora damicornis	C33
10487	Pocillopora damicornis	C33
10488	Pocillopora damicornis	C33
10489	Pocillopora damicornis	C33
10490	Pocillopora damicornis	C33
10491	Pocillopora damicornis	C33
10492	Pocillopora damicornis	C33
10493	Pocillopora damicornis	C33
10494	Pocillopora damicornis	C33
10495	Pocillopora damicornis	C33
10496	Pocillopora damicornis	C33
10497	Pocillopora damicornis	C33
10498	Pocillopora damicornis	C33
10499	Pocillopora damicornis	C33
10500	Pocillopora damicornis	C33
10501	Pocillopora damicornis	C33
10502	Pocillopora damicornis	C33
10503	Pocillopora damicornis	C33
10504	Pocillopora damicornis	C33
10505	Pocillopora damicornis	C33
10506	Pocillopora damicornis	C33
10507	Pocillopora damicornis	C33
10508	Pocillopora damicornis	C33
10509	Pocillopora damicornis	C33
10510	Pocillopora damicornis	C33
10511	Pocillopora damicornis	C33
10512	Pocillopora damicornis	C33
10513	Pocillopora damicornis	C33
10514	Pocillopora damicornis	C33
10515	Pocillopora damicornis	C33
10516	Pocillopora damicornis	C33
10517	Pocillopora damicornis	C33
10518	Pocillopora damicornis	C33
10519	Pocillopora damicornis	C33
10520	Pocillopora damicornis	C33
10521	Pocillopora damicornis	C33
10522	Pocillopora damicornis	C33
10523	Pocillopora damicornis	C33
10524	Pocillopora damicornis	C33
10525	Pocillopora damicornis	C33
10526	Pocillopora damicornis	C33
10527	Pocillopora damicornis	C33
10528	Pocillopora damicornis	C33
10529	Pocillopora damicornis	C33
10530	Pocillopora damicornis	C33
10531	Pocillopora damicornis	C33
10532	Pocillopora damicornis	C33
10533	Pocillopora damicornis	C33
10534	Pocillopora damicornis	C33
10535	Pocillopora damicornis	C33
10536	Pocillopora damicornis	C33
10537	Pocillopora damicornis	C33
10538	Pocillopora damicornis	C33
10539	Pocillopora damicornis	C33
10540	Pocillopora damicornis	C33
10541	Pocillopora damicornis	C33
10542	Pocillopora damicornis	C33
10543	Pocillopora damicornis	C33
10544	Pocillopora damicornis	C33
10545	Pocillopora damicornis	C33
10546	Pocillopora damicornis	C33a
10547	Pocillopora damicornis	C33a
10548	Pocillopora damicornis	C33a
10549	Pocillopora damicornis	C33a
10550	Pocillopora damicornis	C33a
10551	Pocillopora damicornis	C33a
10552	Pocillopora damicornis	C33a
10553	Pocillopora damicornis	C33a
10554	Pocillopora damicornis	C33a
10555	Pocillopora damicornis	C33a
10556	Pocillopora damicornis	C33a
10557	Pocillopora damicornis	C33a
10558	Pocillopora damicornis	C33a
10559	Pocillopora damicornis	C33a
10560	Pocillopora damicornis	C33a
10561	Pocillopora damicornis	C33a
10562	Pocillopora damicornis	C33a
10563	Pocillopora damicornis	C33a
10564	Pocillopora damicornis	C33a
10565	Pocillopora damicornis	C33a
10566	Pocillopora damicornis	C33a
10567	Pocillopora damicornis	C33a
10568	Pocillopora damicornis	C33a
10569	Pocillopora damicornis	C33a
10570	Pocillopora damicornis	C33a
10571	Pocillopora damicornis	C33a
10572	Pocillopora damicornis	C33a
10573	Pocillopora damicornis	C33a
10574	Pocillopora damicornis	C33a
10575	Pocillopora damicornis	C33a
10576	Pocillopora damicornis	C33a
10577	Pocillopora damicornis	C33a
10578	Pocillopora damicornis	C33a
10579	Pocillopora damicornis	C33a
10580	Pocillopora damicornis	C33a
10581	Pocillopora damicornis	C33a
10582	Pocillopora damicornis	C33a
10583	Pocillopora damicornis	C33a
10584	Pocillopora damicornis	C33a
10585	Pocillopora damicornis	C33a
10586	Pocillopora damicornis	C33a
10587	Pocillopora damicornis	C33a
10588	Pocillopora damicornis	C33a
10589	Pocillopora damicornis	C33a
10590	Pocillopora damicornis	C33a
10591	Pocillopora damicornis	C33a
10592	Pocillopora damicornis	C33a
10593	Pocillopora damicornis	C33a
10594	Pocillopora damicornis	C33a
10595	Pocillopora damicornis	C33a
10596	Pocillopora damicornis	C33a
10597	Pocillopora damicornis	C33a
10598	Pocillopora damicornis	C33a
10599	Pocillopora damicornis	C33a
10600	Pocillopora damicornis	C33a
10601	Pocillopora damicornis	C33a
10602	Pocillopora damicornis	C33a
10603	Pocillopora damicornis	C33a
10604	Pocillopora damicornis	C33a
10605	Pocillopora damicornis	C33a
10606	Pocillopora damicornis	C33a
10607	Pocillopora damicornis	C33a
10608	Pocillopora damicornis	C33a
10609	Pocillopora damicornis	C33a
10610	Pocillopora damicornis	C33a
10611	Pocillopora damicornis	C33a
10612	Pocillopora damicornis	C33a
10613	Pocillopora damicornis	C33a
10614	Pocillopora damicornis	C33a
10615	Pocillopora damicornis	C33a
10616	Pocillopora damicornis	C33a
10617	Pocillopora damicornis	C33a
10618	Pocillopora damicornis	C33a
10619	Pocillopora damicornis	C33a
10620	Pocillopora damicornis	C33a
10621	Pocillopora damicornis	C42
10622	Pocillopora damicornis	C42
10623	Pocillopora damicornis	C42
10624	Pocillopora damicornis	C42
10625	Pocillopora damicornis	C42
10626	Pocillopora damicornis	C42
10627	Pocillopora damicornis	C42
10628	Pocillopora damicornis	C42
10629	Pocillopora damicornis	C42
10630	Pocillopora damicornis	C42
10631	Pocillopora damicornis	C42
10632	Pocillopora damicornis	C42
10633	Pocillopora damicornis	C42
10634	Pocillopora damicornis	C42
10635	Pocillopora damicornis	C42
10636	Pocillopora damicornis	C42
10637	Pocillopora damicornis	C42
10638	Pocillopora damicornis	C42
10639	Pocillopora damicornis	C42
10640	Pocillopora damicornis	C42
10641	Pocillopora damicornis	C42
10642	Pocillopora damicornis	C42
10643	Pocillopora damicornis	C42
10644	Pocillopora damicornis	C42
10645	Pocillopora damicornis	C42
10646	Pocillopora damicornis	C42
10647	Pocillopora damicornis	C42
10648	Pocillopora damicornis	C42
10649	Pocillopora damicornis	C42
10650	Pocillopora damicornis	C42
10651	Pocillopora damicornis	C42
10652	Pocillopora damicornis	C42
10653	Pocillopora damicornis	C42
10654	Pocillopora damicornis	C42
10655	Pocillopora damicornis	C42
10656	Pocillopora damicornis	C42
10657	Pocillopora damicornis	C42
10658	Pocillopora damicornis	C42
10659	Pocillopora damicornis	C42
10660	Pocillopora damicornis	C42
10661	Pocillopora damicornis	C42
10662	Pocillopora damicornis	C42
10663	Pocillopora damicornis	C42
10664	Pocillopora damicornis	C42
10665	Pocillopora damicornis	C42
10666	Pocillopora damicornis	C42
10667	Pocillopora damicornis	C42
10668	Pocillopora damicornis	C42
10669	Pocillopora damicornis	C42
10670	Pocillopora damicornis	C42
10671	Pocillopora damicornis	C42
10672	Pocillopora damicornis	C42
10673	Pocillopora damicornis	C42
10674	Pocillopora damicornis	C42
10675	Pocillopora damicornis	C42
10676	Pocillopora damicornis	C42
10677	Pocillopora damicornis	C42
10678	Pocillopora damicornis	C42
10679	Pocillopora damicornis	C42
10680	Pocillopora damicornis	C42
10681	Pocillopora damicornis	C42
10682	Pocillopora damicornis	C42
10683	Pocillopora damicornis	C42
10684	Pocillopora damicornis	C42
10685	Pocillopora damicornis	C42
10686	Pocillopora damicornis	C42
10687	Pocillopora damicornis	C42
10688	Pocillopora damicornis	C42
10689	Pocillopora damicornis	C42
10690	Pocillopora damicornis	C42
10691	Pocillopora damicornis	C42
10692	Pocillopora damicornis	C42
10693	Pocillopora damicornis	C42
10694	Pocillopora damicornis	C42
10695	Pocillopora damicornis	C42
10696	Pocillopora damicornis	C42
10697	Pocillopora damicornis	C42
10698	Pocillopora damicornis	C42
10699	Pocillopora damicornis	C42
10700	Pocillopora damicornis	C42
10701	Pocillopora damicornis	C42
10702	Pocillopora damicornis	C42
10703	Pocillopora damicornis	C42
10704	Pocillopora damicornis	C42
10705	Pocillopora damicornis	C42
10706	Pocillopora damicornis	C42
10707	Pocillopora damicornis	C42
10708	Pocillopora damicornis	C42
10709	Pocillopora damicornis	C42
10710	Pocillopora damicornis	C42
10711	Pocillopora damicornis	C42
10712	Pocillopora damicornis	C42
10713	Pocillopora damicornis	C42
10714	Pocillopora damicornis	C42
10715	Pocillopora damicornis	C42
10716	Pocillopora damicornis	C42
10717	Pocillopora damicornis	C42
10718	Pocillopora damicornis	C42
10719	Pocillopora damicornis	C42
10720	Pocillopora damicornis	C42
10721	Pocillopora damicornis	C42a
10722	Pocillopora damicornis	C42a
10723	Pocillopora damicornis	C42a
10724	Pocillopora damicornis	C42a
10725	Pocillopora damicornis	C42a
10726	Pocillopora damicornis	C42a
10727	Pocillopora damicornis	C42a
10728	Pocillopora damicornis	C42a
10729	Pocillopora damicornis	C42a
10730	Pocillopora damicornis	C42a
10731	Pocillopora damicornis	C42a
10732	Pocillopora damicornis	C42a
10733	Pocillopora damicornis	C42a
10734	Pocillopora damicornis	C42a
10735	Pocillopora damicornis	C42a
10736	Pocillopora damicornis	C42a
10737	Pocillopora damicornis	C42a
10738	Pocillopora damicornis	C42a
10739	Pocillopora damicornis	C42a
10740	Pocillopora damicornis	C42a
10741	Pocillopora damicornis	C42a
10742	Pocillopora damicornis	C42a
10743	Pocillopora damicornis	C42a
10744	Pocillopora damicornis	C42a
10745	Pocillopora damicornis	C42a
10746	Pocillopora damicornis	C42a
10747	Pocillopora damicornis	C42a
10748	Pocillopora damicornis	C42a
10749	Pocillopora damicornis	C42a
10750	Pocillopora damicornis	C42a
10751	Pocillopora damicornis	C42a
10752	Pocillopora damicornis	C42a
10753	Pocillopora damicornis	C42a
10754	Pocillopora damicornis	C42a
10755	Pocillopora damicornis	C42a
10756	Pocillopora damicornis	C42a
10757	Pocillopora damicornis	C42a
10758	Pocillopora damicornis	C42a
10759	Pocillopora damicornis	C42a
10760	Pocillopora damicornis	C42a
10761	Pocillopora damicornis	C42a
10762	Pocillopora damicornis	C42a
10763	Pocillopora damicornis	C42a
10764	Pocillopora damicornis	C42a
10765	Pocillopora damicornis	C42a
10766	Pocillopora damicornis	C42a
10767	Pocillopora damicornis	C42a
10768	Pocillopora damicornis	C42a
10769	Pocillopora damicornis	C42a
10770	Pocillopora damicornis	C42a
10771	Pocillopora damicornis	C42a
10772	Pocillopora damicornis	C42a
10773	Pocillopora damicornis	C42a
10774	Pocillopora damicornis	C42a
10775	Pocillopora damicornis	C42a
10776	Pocillopora damicornis	C42a
10777	Pocillopora damicornis	C42a
10778	Pocillopora damicornis	C42a
10779	Pocillopora damicornis	C42a
10780	Pocillopora damicornis	C42a
10781	Pocillopora damicornis	C42a
10782	Pocillopora damicornis	C42a
10783	Pocillopora damicornis	C42a
10784	Pocillopora damicornis	C42a
10785	Pocillopora damicornis	C42a
10786	Pocillopora damicornis	C42a
10787	Pocillopora damicornis	C42a
10788	Pocillopora damicornis	C42a
10789	Pocillopora damicornis	C42a
10790	Pocillopora damicornis	C42a
10791	Pocillopora damicornis	C42a
10792	Pocillopora damicornis	C42a
10793	Pocillopora damicornis	C42a
10794	Pocillopora damicornis	C42a
10795	Pocillopora damicornis	C42a
10796	Pocillopora damicornis	C42a
10797	Pocillopora damicornis	C42a
10798	Pocillopora damicornis	C42a
10799	Pocillopora damicornis	C42a
10800	Pocillopora damicornis	C42a
10801	Pocillopora damicornis	C42ab
10802	Pocillopora damicornis	C42ab
10803	Pocillopora damicornis	C42ab
10804	Pocillopora damicornis	C42ab
10805	Pocillopora damicornis	C42ab
10806	Pocillopora damicornis	C42ab
10807	Pocillopora damicornis	C42ab
10808	Pocillopora damicornis	C42ab
10809	Pocillopora damicornis	C42ab
10810	Pocillopora damicornis	C42ab
10811	Pocillopora damicornis	C42ab
10812	Pocillopora damicornis	C42ab
10813	Pocillopora damicornis	C42ab
10814	Pocillopora damicornis	C42ab
10815	Pocillopora damicornis	C42b
10816	Pocillopora damicornis	C42b
10817	Pocillopora damicornis	C42b
10818	Pocillopora damicornis	C42b
10819	Pocillopora damicornis	C42b
10820	Pocillopora damicornis	C42b
10821	Pocillopora damicornis	C45
10822	Pocillopora damicornis	C45
10823	Pocillopora damicornis	C45
10824	Pocillopora damicornis	C45
10825	Pocillopora damicornis	C45
10826	Pocillopora damicornis	C45
10827	Pocillopora damicornis	C45
10828	Pocillopora damicornis	D1
10829	Pocillopora damicornis	D1
10830	Pocillopora damicornis	D1
10831	Pocillopora damicornis	D1
10832	Pocillopora damicornis	D1
10833	Pocillopora damicornis	D1
10834	Pocillopora damicornis	D1
10835	Pocillopora damicornis	D1
10836	Pocillopora damicornis	D1
10837	Pocillopora damicornis	D1
10838	Pocillopora damicornis	D1
10839	Pocillopora damicornis	D1
10840	Pocillopora damicornis	D1
10841	Pocillopora damicornis	D1
10842	Pocillopora damicornis	D1
10843	Pocillopora damicornis	D1
10844	Pocillopora damicornis	D1
10845	Pocillopora damicornis	D1
10846	Pocillopora damicornis	D1
10847	Pocillopora damicornis	D1
10848	Pocillopora damicornis	D1
10849	Pocillopora damicornis	D1
10850	Pocillopora damicornis	D1
10851	Pocillopora damicornis	D1
10852	Pocillopora damicornis	D1
10853	Pocillopora damicornis	D1
10854	Pocillopora damicornis	D1
10855	Pocillopora damicornis	D1
10856	Pocillopora damicornis	D1
10857	Pocillopora damicornis	D1
10858	Pocillopora damicornis	D1
10859	Pocillopora damicornis	D1
10860	Pocillopora damicornis	D1
10861	Pocillopora damicornis	D1
10862	Pocillopora damicornis	D1
10863	Pocillopora damicornis	D1
10864	Pocillopora damicornis	D1
10865	Pocillopora damicornis	D1
10866	Pocillopora damicornis	D1
10867	Pocillopora damicornis	D1
10868	Pocillopora damicornis	D1
10869	Pocillopora damicornis	D1
10870	Pocillopora damicornis	D1
10871	Pocillopora damicornis	D1
10872	Pocillopora damicornis	D1
10873	Pocillopora damicornis	D1
10874	Pocillopora damicornis	D1
10875	Pocillopora damicornis	D1
10876	Pocillopora damicornis	D1
10877	Pocillopora damicornis	D1
10878	Pocillopora damicornis	D1.10
10879	Pocillopora damicornis	D1.11
10880	Pocillopora damicornis	D1.11
10881	Pocillopora damicornis	D1.11
10882	Pocillopora damicornis	D1.12
10883	Pocillopora damicornis	D1.12
10884	Pocillopora damicornis	D1.12
10885	Pocillopora damicornis	D1.12
10886	Pocillopora damicornis	D1.8
10887	Pocillopora damicornis	D1.8
