Order	Coral_Species	Phylotype
9506	Pleuractis paumotensis	C1.19
9507	Pleuractis paumotensis	C1.21
9508	Pleuractis paumotensis	C1.21
9509	Pleuractis paumotensis	C1.8
9510	Pleuractis paumotensis	C1.8
9511	Pleuractis paumotensis	C15
9512	Pleuractis paumotensis	C15.6
9513	Pleuractis paumotensis	C1b
9514	Pleuractis paumotensis	C1f
9515	Pleuractis paumotensis	C3
9516	Pleuractis paumotensis	C3
9517	Pleuractis paumotensis	C3.19
9518	Pleuractis paumotensis	C3.19
9519	Pleuractis paumotensis	C3.22
9520	Pleuractis paumotensis	C3.22
9521	Pleuractis paumotensis	C3h
9522	Pleuractis paumotensis	C45
9523	Pocillopora capitata	C1b-c
9524	Pocillopora capitata	C1b-c
9525	Pocillopora capitata	C1b-c
9526	Pocillopora capitata	C1b-c
9527	Pocillopora capitata	C1b-c
9528	Pocillopora capitata	C1b-c
9529	Pocillopora capitata	C1b-c
9530	Pocillopora capitata	C1b-c
9531	Pocillopora capitata	C1b-c
9532	Pocillopora capitata	C1b-c
9533	Pocillopora capitata	C1b-c
9534	Pocillopora capitata	D1
9535	Pocillopora capitata	D1
9536	Pocillopora capitata	D1
9537	Pocillopora capitata	D1
9538	Pocillopora capitata	D1
9539	Pocillopora capitata	D1
9540	Pocillopora capitata	D1
9541	Pocillopora capitata	D1
9542	Pocillopora capitata	D1
9543	Pocillopora capitata	D1
9544	Pocillopora capitata	D1
9545	Pocillopora capitata	D1
9546	Pocillopora capitata	D1
9547	Pocillopora capitata	D1
9548	Pocillopora capitata	D1
9549	Pocillopora capitata	D1
9550	Pocillopora capitata	D1
9551	Pocillopora capitata	D1
9552	Pocillopora capitata	D1
9553	Pocillopora capitata	D1
9554	Pocillopora capitata	D1
9555	Pocillopora capitata	D1
9556	Pocillopora capitata	D1
9557	Pocillopora capitata	D1
9558	Pocillopora capitata	D1
9559	Pocillopora capitata	D1
9560	Pocillopora capitata	D1
9561	Pocillopora capitata	D1
9562	Pocillopora capitata	D1
9563	Pocillopora capitata	D1
9564	Pocillopora capitata	D1
9565	Pocillopora capitata	D1
9566	Pocillopora capitata	D1
9567	Pocillopora capitata	D1
9568	Pocillopora capitata	D1
9569	Pocillopora capitata	D1
9570	Pocillopora capitata	D1
9571	Pocillopora capitata	D1
9572	Pocillopora damicornis	A1
9573	Pocillopora damicornis	A1
9574	Pocillopora damicornis	A1
9575	Pocillopora damicornis	A1.3
9576	Pocillopora damicornis	C1
9577	Pocillopora damicornis	C1
9578	Pocillopora damicornis	C1
9579	Pocillopora damicornis	C1
9580	Pocillopora damicornis	C1
9581	Pocillopora damicornis	C1
9582	Pocillopora damicornis	C1
9583	Pocillopora damicornis	C1
9584	Pocillopora damicornis	C1
9585	Pocillopora damicornis	C1
9586	Pocillopora damicornis	C1
9587	Pocillopora damicornis	C1
9588	Pocillopora damicornis	C1
9589	Pocillopora damicornis	C1
9590	Pocillopora damicornis	C1
9591	Pocillopora damicornis	C1
9592	Pocillopora damicornis	C1
9593	Pocillopora damicornis	C1
9594	Pocillopora damicornis	C1
9595	Pocillopora damicornis	C1
9596	Pocillopora damicornis	C1
9597	Pocillopora damicornis	C1
9598	Pocillopora damicornis	C1
9599	Pocillopora damicornis	C1
9600	Pocillopora damicornis	C1
9601	Pocillopora damicornis	C1
9602	Pocillopora damicornis	C1
9603	Pocillopora damicornis	C1
9604	Pocillopora damicornis	C1
9605	Pocillopora damicornis	C1
9606	Pocillopora damicornis	C1
9607	Pocillopora damicornis	C1
9608	Pocillopora damicornis	C1
9609	Pocillopora damicornis	C1
9610	Pocillopora damicornis	C1
9611	Pocillopora damicornis	C1
9612	Pocillopora damicornis	C1
9613	Pocillopora damicornis	C1
9614	Pocillopora damicornis	C1
9615	Pocillopora damicornis	C1
9616	Pocillopora damicornis	C1
9617	Pocillopora damicornis	C1
9618	Pocillopora damicornis	C1
9619	Pocillopora damicornis	C1
9620	Pocillopora damicornis	C1
9621	Pocillopora damicornis	C1
9622	Pocillopora damicornis	C1
9623	Pocillopora damicornis	C1
9624	Pocillopora damicornis	C1
9625	Pocillopora damicornis	C1
9626	Pocillopora damicornis	C1
9627	Pocillopora damicornis	C1
9628	Pocillopora damicornis	C1
9629	Pocillopora damicornis	C1
9630	Pocillopora damicornis	C1
9631	Pocillopora damicornis	C1
9632	Pocillopora damicornis	C1
9633	Pocillopora damicornis	C1
9634	Pocillopora damicornis	C1
9635	Pocillopora damicornis	C1
9636	Pocillopora damicornis	C1
9637	Pocillopora damicornis	C1
9638	Pocillopora damicornis	C1
9639	Pocillopora damicornis	C1
9640	Pocillopora damicornis	C1
9641	Pocillopora damicornis	C1
9642	Pocillopora damicornis	C1
9643	Pocillopora damicornis	C1
9644	Pocillopora damicornis	C1
9645	Pocillopora damicornis	C1
9646	Pocillopora damicornis	C1
9647	Pocillopora damicornis	C1
9648	Pocillopora damicornis	C1
9649	Pocillopora damicornis	C1
9650	Pocillopora damicornis	C1
9651	Pocillopora damicornis	C1
9652	Pocillopora damicornis	C1
9653	Pocillopora damicornis	C1
9654	Pocillopora damicornis	C1
9655	Pocillopora damicornis	C1
9656	Pocillopora damicornis	C1
9657	Pocillopora damicornis	C1
9658	Pocillopora damicornis	C1
9659	Pocillopora damicornis	C1
9660	Pocillopora damicornis	C1
9661	Pocillopora damicornis	C1
9662	Pocillopora damicornis	C1
9663	Pocillopora damicornis	C1
9664	Pocillopora damicornis	C1
9665	Pocillopora damicornis	C1
9666	Pocillopora damicornis	C1
9667	Pocillopora damicornis	C1
9668	Pocillopora damicornis	C1
9669	Pocillopora damicornis	C1
9670	Pocillopora damicornis	C1
9671	Pocillopora damicornis	C1
9672	Pocillopora damicornis	C1
9673	Pocillopora damicornis	C1
9674	Pocillopora damicornis	C1
9675	Pocillopora damicornis	C1
9676	Pocillopora damicornis	C1
9677	Pocillopora damicornis	C1
9678	Pocillopora damicornis	C1
9679	Pocillopora damicornis	C1
9680	Pocillopora damicornis	C1
9681	Pocillopora damicornis	C1
9682	Pocillopora damicornis	C1
9683	Pocillopora damicornis	C1
9684	Pocillopora damicornis	C1
9685	Pocillopora damicornis	C1
9686	Pocillopora damicornis	C1
9687	Pocillopora damicornis	C1
9688	Pocillopora damicornis	C1
9689	Pocillopora damicornis	C1
9690	Pocillopora damicornis	C1
9691	Pocillopora damicornis	C1
9692	Pocillopora damicornis	C1
9693	Pocillopora damicornis	C1
9694	Pocillopora damicornis	C1
9695	Pocillopora damicornis	C1
9696	Pocillopora damicornis	C1
9697	Pocillopora damicornis	C1
9698	Pocillopora damicornis	C1
9699	Pocillopora damicornis	C1
9700	Pocillopora damicornis	C1
9701	Pocillopora damicornis	C1
9702	Pocillopora damicornis	C1
9703	Pocillopora damicornis	C1
9704	Pocillopora damicornis	C1
9705	Pocillopora damicornis	C1
9706	Pocillopora damicornis	C1
9707	Pocillopora damicornis	C1
9708	Pocillopora damicornis	C1
9709	Pocillopora damicornis	C1
9710	Pocillopora damicornis	C1
9711	Pocillopora damicornis	C1
9712	Pocillopora damicornis	C1
9713	Pocillopora damicornis	C1
9714	Pocillopora damicornis	C1
9715	Pocillopora damicornis	C1
9716	Pocillopora damicornis	C1
9717	Pocillopora damicornis	C1
9718	Pocillopora damicornis	C1
9719	Pocillopora damicornis	C1
9720	Pocillopora damicornis	C1
9721	Pocillopora damicornis	C1
9722	Pocillopora damicornis	C1
9723	Pocillopora damicornis	C1
9724	Pocillopora damicornis	C1
9725	Pocillopora damicornis	C1
9726	Pocillopora damicornis	C1
9727	Pocillopora damicornis	C1
9728	Pocillopora damicornis	C1
9729	Pocillopora damicornis	C1
9730	Pocillopora damicornis	C1
9731	Pocillopora damicornis	C1
9732	Pocillopora damicornis	C1
9733	Pocillopora damicornis	C1
9734	Pocillopora damicornis	C1
9735	Pocillopora damicornis	C1
9736	Pocillopora damicornis	C1
9737	Pocillopora damicornis	C1
9738	Pocillopora damicornis	C1
9739	Pocillopora damicornis	C1
9740	Pocillopora damicornis	C1
9741	Pocillopora damicornis	C1
9742	Pocillopora damicornis	C1
9743	Pocillopora damicornis	C1
9744	Pocillopora damicornis	C1
9745	Pocillopora damicornis	C1
9746	Pocillopora damicornis	C1
9747	Pocillopora damicornis	C1
9748	Pocillopora damicornis	C1
9749	Pocillopora damicornis	C1
9750	Pocillopora damicornis	C1
9751	Pocillopora damicornis	C1
9752	Pocillopora damicornis	C1
9753	Pocillopora damicornis	C1
9754	Pocillopora damicornis	C1
9755	Pocillopora damicornis	C1
9756	Pocillopora damicornis	C1
9757	Pocillopora damicornis	C1
9758	Pocillopora damicornis	C1
9759	Pocillopora damicornis	C1
9760	Pocillopora damicornis	C1
9761	Pocillopora damicornis	C1
9762	Pocillopora damicornis	C1
9763	Pocillopora damicornis	C1
9764	Pocillopora damicornis	C1
9765	Pocillopora damicornis	C1
9766	Pocillopora damicornis	C1
9767	Pocillopora damicornis	C1
9768	Pocillopora damicornis	C1
9769	Pocillopora damicornis	C1
9770	Pocillopora damicornis	C1
9771	Pocillopora damicornis	C1
9772	Pocillopora damicornis	C1
9773	Pocillopora damicornis	C1
9774	Pocillopora damicornis	C1
9775	Pocillopora damicornis	C1
9776	Pocillopora damicornis	C1
9777	Pocillopora damicornis	C1
9778	Pocillopora damicornis	C1
9779	Pocillopora damicornis	C1
9780	Pocillopora damicornis	C1
9781	Pocillopora damicornis	C1
9782	Pocillopora damicornis	C1
9783	Pocillopora damicornis	C1
9784	Pocillopora damicornis	C1
9785	Pocillopora damicornis	C1
9786	Pocillopora damicornis	C1
9787	Pocillopora damicornis	C1
9788	Pocillopora damicornis	C1
9789	Pocillopora damicornis	C1
9790	Pocillopora damicornis	C1
9791	Pocillopora damicornis	C1
9792	Pocillopora damicornis	C1
9793	Pocillopora damicornis	C1
9794	Pocillopora damicornis	C1
9795	Pocillopora damicornis	C1
9796	Pocillopora damicornis	C1
9797	Pocillopora damicornis	C1
9798	Pocillopora damicornis	C1
9799	Pocillopora damicornis	C1
9800	Pocillopora damicornis	C1
9801	Pocillopora damicornis	C1
9802	Pocillopora damicornis	C1
9803	Pocillopora damicornis	C1
9804	Pocillopora damicornis	C1
9805	Pocillopora damicornis	C1
9806	Pocillopora damicornis	C1
9807	Pocillopora damicornis	C1
9808	Pocillopora damicornis	C1
9809	Pocillopora damicornis	C1
9810	Pocillopora damicornis	C1
9811	Pocillopora damicornis	C1
9812	Pocillopora damicornis	C1
9813	Pocillopora damicornis	C1
9814	Pocillopora damicornis	C1
9815	Pocillopora damicornis	C1
9816	Pocillopora damicornis	C1
9817	Pocillopora damicornis	C1
9818	Pocillopora damicornis	C1
9819	Pocillopora damicornis	C1
9820	Pocillopora damicornis	C1
9821	Pocillopora damicornis	C1
9822	Pocillopora damicornis	C1
9823	Pocillopora damicornis	C1
9824	Pocillopora damicornis	C1
9825	Pocillopora damicornis	C1
9826	Pocillopora damicornis	C1
9827	Pocillopora damicornis	C1
9828	Pocillopora damicornis	C1
9829	Pocillopora damicornis	C1
9830	Pocillopora damicornis	C1
9831	Pocillopora damicornis	C1
9832	Pocillopora damicornis	C1
9833	Pocillopora damicornis	C1
9834	Pocillopora damicornis	C1
9835	Pocillopora damicornis	C1
9836	Pocillopora damicornis	C1
9837	Pocillopora damicornis	C1
9838	Pocillopora damicornis	C1
9839	Pocillopora damicornis	C1
9840	Pocillopora damicornis	C1
9841	Pocillopora damicornis	C1
9842	Pocillopora damicornis	C1
9843	Pocillopora damicornis	C1
9844	Pocillopora damicornis	C1
9845	Pocillopora damicornis	C1
9846	Pocillopora damicornis	C1
9847	Pocillopora damicornis	C1
9848	Pocillopora damicornis	C1
9849	Pocillopora damicornis	C1
9850	Pocillopora damicornis	C1
9851	Pocillopora damicornis	C1
9852	Pocillopora damicornis	C1.5
9853	Pocillopora damicornis	C1.7
9854	Pocillopora damicornis	C100
9855	Pocillopora damicornis	C100
9856	Pocillopora damicornis	C100
9857	Pocillopora damicornis	C100
9858	Pocillopora damicornis	C100
9859	Pocillopora damicornis	C100
9860	Pocillopora damicornis	C100
9861	Pocillopora damicornis	C100
9862	Pocillopora damicornis	C100
9863	Pocillopora damicornis	C100
9864	Pocillopora damicornis	C100
9865	Pocillopora damicornis	C100
9866	Pocillopora damicornis	C100
9867	Pocillopora damicornis	C100
9868	Pocillopora damicornis	C100
9869	Pocillopora damicornis	C100
9870	Pocillopora damicornis	C100
9871	Pocillopora damicornis	C100
9872	Pocillopora damicornis	C100
9873	Pocillopora damicornis	C100
9874	Pocillopora damicornis	C100
9875	Pocillopora damicornis	C100
9876	Pocillopora damicornis	C100
9877	Pocillopora damicornis	C100
9878	Pocillopora damicornis	C100
9879	Pocillopora damicornis	C100
9880	Pocillopora damicornis	C100
9881	Pocillopora damicornis	C103
9882	Pocillopora damicornis	C103
9883	Pocillopora damicornis	C103
9884	Pocillopora damicornis	C103
9885	Pocillopora damicornis	C103
9886	Pocillopora damicornis	C103
9887	Pocillopora damicornis	C103
9888	Pocillopora damicornis	C118
9889	Pocillopora damicornis	C118
9890	Pocillopora damicornis	C118
9891	Pocillopora damicornis	C118
9892	Pocillopora damicornis	C118
9893	Pocillopora damicornis	C118
9894	Pocillopora damicornis	C118
9895	Pocillopora damicornis	C118
9896	Pocillopora damicornis	C118
9897	Pocillopora damicornis	C118
9898	Pocillopora damicornis	C125
9899	Pocillopora damicornis	C125
9900	Pocillopora damicornis	C126
9901	Pocillopora damicornis	C126
9902	Pocillopora damicornis	C126
9903	Pocillopora damicornis	C126
9904	Pocillopora damicornis	C126
9905	Pocillopora damicornis	C15
9906	Pocillopora damicornis	C15
9907	Pocillopora damicornis	C1a.1
9908	Pocillopora damicornis	C1a.1
9909	Pocillopora damicornis	C1a.1
9910	Pocillopora damicornis	C1a.1
9911	Pocillopora damicornis	C1a.1
9912	Pocillopora damicornis	C1b
9913	Pocillopora damicornis	C1b
9914	Pocillopora damicornis	C1b
9915	Pocillopora damicornis	C1b
9916	Pocillopora damicornis	C1b
9917	Pocillopora damicornis	C1b
9918	Pocillopora damicornis	C1b
9919	Pocillopora damicornis	C1b
9920	Pocillopora damicornis	C1b
9921	Pocillopora damicornis	C1b
9922	Pocillopora damicornis	C1b
9923	Pocillopora damicornis	C1b
9924	Pocillopora damicornis	C1b
9925	Pocillopora damicornis	C1b
9926	Pocillopora damicornis	C1b
9927	Pocillopora damicornis	C1b
9928	Pocillopora damicornis	C1b
9929	Pocillopora damicornis	C1b
9930	Pocillopora damicornis	C1b
9931	Pocillopora damicornis	C1b
9932	Pocillopora damicornis	C1b
9933	Pocillopora damicornis	C1b
9934	Pocillopora damicornis	C1b
9935	Pocillopora damicornis	C1b
9936	Pocillopora damicornis	C1b
9937	Pocillopora damicornis	C1b
9938	Pocillopora damicornis	C1b
9939	Pocillopora damicornis	C1b
9940	Pocillopora damicornis	C1b
9941	Pocillopora damicornis	C1b
9942	Pocillopora damicornis	C1b
9943	Pocillopora damicornis	C1b
9944	Pocillopora damicornis	C1b
9945	Pocillopora damicornis	C1b
9946	Pocillopora damicornis	C1b
9947	Pocillopora damicornis	C1b
9948	Pocillopora damicornis	C1b
9949	Pocillopora damicornis	C1b
9950	Pocillopora damicornis	C1b
9951	Pocillopora damicornis	C1b
9952	Pocillopora damicornis	C1b
9953	Pocillopora damicornis	C1b
9954	Pocillopora damicornis	C1b
9955	Pocillopora damicornis	C1b
9956	Pocillopora damicornis	C1b
9957	Pocillopora damicornis	C1b
9958	Pocillopora damicornis	C1b
9959	Pocillopora damicornis	C1b
9960	Pocillopora damicornis	C1b
9961	Pocillopora damicornis	C1b
9962	Pocillopora damicornis	C1b
9963	Pocillopora damicornis	C1b
9964	Pocillopora damicornis	C1b
9965	Pocillopora damicornis	C1b
9966	Pocillopora damicornis	C1b
9967	Pocillopora damicornis	C1b
9968	Pocillopora damicornis	C1b
9969	Pocillopora damicornis	C1b
9970	Pocillopora damicornis	C1b
9971	Pocillopora damicornis	C1b
9972	Pocillopora damicornis	C1b
9973	Pocillopora damicornis	C1b
9974	Pocillopora damicornis	C1b
9975	Pocillopora damicornis	C1b
9976	Pocillopora damicornis	C1b
9977	Pocillopora damicornis	C1b
9978	Pocillopora damicornis	C1b
9979	Pocillopora damicornis	C1b
9980	Pocillopora damicornis	C1b-c
9981	Pocillopora damicornis	C1b-c
9982	Pocillopora damicornis	C1b-c
9983	Pocillopora damicornis	C1b-c
9984	Pocillopora damicornis	C1b-c
9985	Pocillopora damicornis	C1b-c
9986	Pocillopora damicornis	C1b-c
9987	Pocillopora damicornis	C1b-c
9988	Pocillopora damicornis	C1b-c
9989	Pocillopora damicornis	C1b-c
9990	Pocillopora damicornis	C1b-c
9991	Pocillopora damicornis	C1b-c
9992	Pocillopora damicornis	C1b-c
9993	Pocillopora damicornis	C1b-c
9994	Pocillopora damicornis	C1b-c
9995	Pocillopora damicornis	C1b-c
9996	Pocillopora damicornis	C1c
9997	Pocillopora damicornis	C1c
9998	Pocillopora damicornis	C1c
9999	Pocillopora damicornis	C1c
10000	Pocillopora damicornis	C1c
10001	Pocillopora damicornis	C1c
10002	Pocillopora damicornis	C1c
10003	Pocillopora damicornis	C1c
10004	Pocillopora damicornis	C1c
10005	Pocillopora damicornis	C1c
10006	Pocillopora damicornis	C1c
10007	Pocillopora damicornis	C1c
10008	Pocillopora damicornis	C1c
10009	Pocillopora damicornis	C1c
10010	Pocillopora damicornis	C1c
10011	Pocillopora damicornis	C1c
10012	Pocillopora damicornis	C1c
10013	Pocillopora damicornis	C1c
10014	Pocillopora damicornis	C1c
10015	Pocillopora damicornis	C1c
10016	Pocillopora damicornis	C1c
10017	Pocillopora damicornis	C1c
10018	Pocillopora damicornis	C1c
10019	Pocillopora damicornis	C1c
10020	Pocillopora damicornis	C1c
10021	Pocillopora damicornis	C1c
10022	Pocillopora damicornis	C1c
10023	Pocillopora damicornis	C1c
10024	Pocillopora damicornis	C1c
10025	Pocillopora damicornis	C1c
10026	Pocillopora damicornis	C1c
10027	Pocillopora damicornis	C1c
10028	Pocillopora damicornis	C1c
10029	Pocillopora damicornis	C1c
10030	Pocillopora damicornis	C1c
10031	Pocillopora damicornis	C1c
10032	Pocillopora damicornis	C1c
10033	Pocillopora damicornis	C1c
10034	Pocillopora damicornis	C1c
10035	Pocillopora damicornis	C1c
10036	Pocillopora damicornis	C1c
10037	Pocillopora damicornis	C1c
10038	Pocillopora damicornis	C1c
10039	Pocillopora damicornis	C1c
10040	Pocillopora damicornis	C1c
10041	Pocillopora damicornis	C1c
10042	Pocillopora damicornis	C1c
10043	Pocillopora damicornis	C1c
10044	Pocillopora damicornis	C1c
10045	Pocillopora damicornis	C1c
10046	Pocillopora damicornis	C1c
10047	Pocillopora damicornis	C1c
10048	Pocillopora damicornis	C1c
10049	Pocillopora damicornis	C1c
10050	Pocillopora damicornis	C1c
10051	Pocillopora damicornis	C1c
10052	Pocillopora damicornis	C1c
10053	Pocillopora damicornis	C1c
10054	Pocillopora damicornis	C1c
10055	Pocillopora damicornis	C1c
10056	Pocillopora damicornis	C1c
10057	Pocillopora damicornis	C1c
10058	Pocillopora damicornis	C1c
10059	Pocillopora damicornis	C1c
10060	Pocillopora damicornis	C1c
10061	Pocillopora damicornis	C1c
10062	Pocillopora damicornis	C1c
10063	Pocillopora damicornis	C1c
10064	Pocillopora damicornis	C1c
10065	Pocillopora damicornis	C1c
10066	Pocillopora damicornis	C1c
10067	Pocillopora damicornis	C1c
10068	Pocillopora damicornis	C1c
10069	Pocillopora damicornis	C1c
10070	Pocillopora damicornis	C1c
10071	Pocillopora damicornis	C1c
10072	Pocillopora damicornis	C1c
10073	Pocillopora damicornis	C1c
10074	Pocillopora damicornis	C1c
10075	Pocillopora damicornis	C1c
10076	Pocillopora damicornis	C1c
10077	Pocillopora damicornis	C1c
10078	Pocillopora damicornis	C1c
10079	Pocillopora damicornis	C1c
10080	Pocillopora damicornis	C1c
10081	Pocillopora damicornis	C1c
10082	Pocillopora damicornis	C1c
10083	Pocillopora damicornis	C1c
10084	Pocillopora damicornis	C1c
10085	Pocillopora damicornis	C1c
10086	Pocillopora damicornis	C1c
10087	Pocillopora damicornis	C1c
10088	Pocillopora damicornis	C1c
10089	Pocillopora damicornis	C1c
10090	Pocillopora damicornis	C1c
10091	Pocillopora damicornis	C1c
10092	Pocillopora damicornis	C1c
10093	Pocillopora damicornis	C1c
10094	Pocillopora damicornis	C1c
10095	Pocillopora damicornis	C1c
10096	Pocillopora damicornis	C1c
10097	Pocillopora damicornis	C1c
10098	Pocillopora damicornis	C1c
10099	Pocillopora damicornis	C1c
10100	Pocillopora damicornis	C1c
10101	Pocillopora damicornis	C1c
10102	Pocillopora damicornis	C1c
10103	Pocillopora damicornis	C1c
10104	Pocillopora damicornis	C1c
10105	Pocillopora damicornis	C1c
10106	Pocillopora damicornis	C1c
10107	Pocillopora damicornis	C1c
10108	Pocillopora damicornis	C1c
10109	Pocillopora damicornis	C1c
10110	Pocillopora damicornis	C1c
10111	Pocillopora damicornis	C1c
10112	Pocillopora damicornis	C1c
10113	Pocillopora damicornis	C1c
10114	Pocillopora damicornis	C1c
10115	Pocillopora damicornis	C1c
10116	Pocillopora damicornis	C1c
10117	Pocillopora damicornis	C1c
10118	Pocillopora damicornis	C1c
10119	Pocillopora damicornis	C1c
10120	Pocillopora damicornis	C1c
10121	Pocillopora damicornis	C1c
10122	Pocillopora damicornis	C1c
10123	Pocillopora damicornis	C1c
10124	Pocillopora damicornis	C1c
10125	Pocillopora damicornis	C1c
10126	Pocillopora damicornis	C1c
10127	Pocillopora damicornis	C1c
10128	Pocillopora damicornis	C1c
10129	Pocillopora damicornis	C1c
10130	Pocillopora damicornis	C1c
10131	Pocillopora damicornis	C1c
10132	Pocillopora damicornis	C1c
10133	Pocillopora damicornis	C1c
10134	Pocillopora damicornis	C1c
10135	Pocillopora damicornis	C1c
10136	Pocillopora damicornis	C1c
10137	Pocillopora damicornis	C1c
10138	Pocillopora damicornis	C1c
10139	Pocillopora damicornis	C1c
10140	Pocillopora damicornis	C1c
10141	Pocillopora damicornis	C1c
10142	Pocillopora damicornis	C1c
10143	Pocillopora damicornis	C1c
10144	Pocillopora damicornis	C1c
10145	Pocillopora damicornis	C1c
10146	Pocillopora damicornis	C1c
10147	Pocillopora damicornis	C1c
10148	Pocillopora damicornis	C1c
10149	Pocillopora damicornis	C1c
10150	Pocillopora damicornis	C1c
10151	Pocillopora damicornis	C1c
10152	Pocillopora damicornis	C1c
10153	Pocillopora damicornis	C1c
10154	Pocillopora damicornis	C1c
10155	Pocillopora damicornis	C1c
10156	Pocillopora damicornis	C1c
10157	Pocillopora damicornis	C1c
10158	Pocillopora damicornis	C1c
10159	Pocillopora damicornis	C1c
10160	Pocillopora damicornis	C1c
10161	Pocillopora damicornis	C1c
10162	Pocillopora damicornis	C1c
10163	Pocillopora damicornis	C1c
10164	Pocillopora damicornis	C1c
10165	Pocillopora damicornis	C1c
10166	Pocillopora damicornis	C1c
10167	Pocillopora damicornis	C1c
10168	Pocillopora damicornis	C1c
10169	Pocillopora damicornis	C1c
10170	Pocillopora damicornis	C1c
10171	Pocillopora damicornis	C1c
10172	Pocillopora damicornis	C1c
10173	Pocillopora damicornis	C1c
10174	Pocillopora damicornis	C1c
10175	Pocillopora damicornis	C1c
10176	Pocillopora damicornis	C1c
10177	Pocillopora damicornis	C1c
10178	Pocillopora damicornis	C1c
10179	Pocillopora damicornis	C1c
10180	Pocillopora damicornis	C1c
10181	Pocillopora damicornis	C1c
10182	Pocillopora damicornis	C1c
10183	Pocillopora damicornis	C1c
10184	Pocillopora damicornis	C1c
10185	Pocillopora damicornis	C1c
10186	Pocillopora damicornis	C1c
10187	Pocillopora damicornis	C1c
10188	Pocillopora damicornis	C1c
10189	Pocillopora damicornis	C1c
10190	Pocillopora damicornis	C1c
10191	Pocillopora damicornis	C1c
10192	Pocillopora damicornis	C1c
10193	Pocillopora damicornis	C1c
10194	Pocillopora damicornis	C1c
10195	Pocillopora damicornis	C1c
10196	Pocillopora damicornis	C1c
10197	Pocillopora damicornis	C1c
10198	Pocillopora damicornis	C1ca
10199	Pocillopora damicornis	C1ca
10200	Pocillopora damicornis	C1c-ff
10201	Pocillopora damicornis	C1c-ff
10202	Pocillopora damicornis	C1c-ff
10203	Pocillopora damicornis	C1c-ff
10204	Pocillopora damicornis	C1c-ff
10205	Pocillopora damicornis	C1c-ff
10206	Pocillopora damicornis	C1c-ff
10207	Pocillopora damicornis	C1c-ff
10208	Pocillopora damicornis	C1c-ff
10209	Pocillopora damicornis	C1c-ff
10210	Pocillopora damicornis	C1c-ff
10211	Pocillopora damicornis	C1d
10212	Pocillopora damicornis	C1d
10213	Pocillopora damicornis	C1d
10214	Pocillopora damicornis	C1d
10215	Pocillopora damicornis	C1d
10216	Pocillopora damicornis	C1d
10217	Pocillopora damicornis	C1d
10218	Pocillopora damicornis	C1d
10219	Pocillopora damicornis	C1d
10220	Pocillopora damicornis	C1d
10221	Pocillopora damicornis	C1d
10222	Pocillopora damicornis	C1d
10223	Pocillopora damicornis	C1d
10224	Pocillopora damicornis	C1d
10225	Pocillopora damicornis	C1d
10226	Pocillopora damicornis	C1d
10227	Pocillopora damicornis	C1d
10228	Pocillopora damicornis	C1d
10229	Pocillopora damicornis	C1d-t
10230	Pocillopora damicornis	C1d-t
10231	Pocillopora damicornis	C1g
10232	Pocillopora damicornis	C1g
10233	Pocillopora damicornis	C1g
10234	Pocillopora damicornis	C1g
10235	Pocillopora damicornis	C1g
10236	Pocillopora damicornis	C1h
10237	Pocillopora damicornis	C1h
10238	Pocillopora damicornis	C1h
10239	Pocillopora damicornis	C1h
10240	Pocillopora damicornis	C1h
10241	Pocillopora damicornis	C1h
10242	Pocillopora damicornis	C1h
10243	Pocillopora damicornis	C1h
10244	Pocillopora damicornis	C1h
10245	Pocillopora damicornis	C1h
10246	Pocillopora damicornis	C1h
10247	Pocillopora damicornis	C1h
10248	Pocillopora damicornis	C1h
10249	Pocillopora damicornis	C1h
10250	Pocillopora damicornis	C1h
10251	Pocillopora damicornis	C1h
10252	Pocillopora damicornis	C1h
10253	Pocillopora damicornis	C1h
10254	Pocillopora damicornis	C1h
10255	Pocillopora damicornis	C1h
10256	Pocillopora damicornis	C1h
10257	Pocillopora damicornis	C1h
10258	Pocillopora damicornis	C1h
10259	Pocillopora damicornis	C1h
10260	Pocillopora damicornis	C1h
10261	Pocillopora damicornis	C1h
10262	Pocillopora damicornis	C1h
10263	Pocillopora damicornis	C1h
10264	Pocillopora damicornis	C1h
10265	Pocillopora damicornis	C1h
10266	Pocillopora damicornis	C1h
10267	Pocillopora damicornis	C1h
10268	Pocillopora damicornis	C1h
10269	Pocillopora damicornis	C1h
10270	Pocillopora damicornis	C1h
10271	Pocillopora damicornis	C1h
10272	Pocillopora damicornis	C1h
10273	Pocillopora damicornis	C1h
10274	Pocillopora damicornis	C1h
10275	Pocillopora damicornis	C1h
10276	Pocillopora damicornis	C1h
10277	Pocillopora damicornis	C1h
10278	Pocillopora damicornis	C1h
10279	Pocillopora damicornis	C1h
10280	Pocillopora damicornis	C1h
10281	Pocillopora damicornis	C1h
10282	Pocillopora damicornis	C1h
10283	Pocillopora damicornis	C1h
10284	Pocillopora damicornis	C1h
10285	Pocillopora damicornis	C1h
10286	Pocillopora damicornis	C1h
10287	Pocillopora damicornis	C1h
10288	Pocillopora damicornis	C1h
10289	Pocillopora damicornis	C1h
10290	Pocillopora damicornis	C1h
10291	Pocillopora damicornis	C1h
10292	Pocillopora damicornis	C1h
10293	Pocillopora damicornis	C1h
10294	Pocillopora damicornis	C1h
10295	Pocillopora damicornis	C1h
10296	Pocillopora damicornis	C1h
10297	Pocillopora damicornis	C1h
10298	Pocillopora damicornis	C1h
